victim_id,name,age,gender,address,district,socio_economic_status
VIC-2024-KA-0655,Amara Amble,20,Female,"H.No. 92, Rao Path, Jalna-258156",Bengaluru Rural,Lower Class
VIC-2024-KA-0656,Vanya Korpal,33,Male,"53, Soman Ganj, Kavali-771350",Hassan,Lower Class
VIC-2024-KA-0657,Eiravati Kala,6,Other,"14/563, Majumdar Path, Fatehpur 039114",Mysuru,Upper Middle Class
VIC-2024-KA-0658,Ojasvi Johal,50,Other,"61, Yohannan Marg, Dibrugarh-662656",Belagavi,Middle Class
VIC-2024-KA-0659,Omaja Virk,11,Male,"H.No. 33, Bora Circle, Kolkata 696770",Ballari,Upper Middle Class
VIC-2024-KA-0660,Vedhika More,38,Female,"H.No. 794, Chhabra, Ramgarh 256851",Shivamogga,Middle Class
VIC-2024-KA-0661,Abdul Bala,23,Female,"39, Bhavsar Zila, Medininagar-880246",Mangaluru,Lower Class
VIC-2024-KA-0662,Patrick Char,37,Other,"H.No. 019, Ganesh Marg, Firozabad-177176",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0663,Aashi Bains,41,Other,"16/46, Soman Nagar, Malegaon 961303",Belagavi,Lower Class
VIC-2024-KA-0664,Onkar Khalsa,16,Female,"28/21, Desai, Coimbatore-673169",Mangaluru,Upper Middle Class
VIC-2024-KA-0665,Warda Sarna,21,Other,"74/810, Setty, Dhanbad-624536",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0666,Devansh Sampath,68,Male,"78/50, Tiwari Circle, Amritsar 582864",Davangere,Middle Class
VIC-2024-KA-0667,Ekta Nagarajan,76,Other,"75, Pandya Zila, Jamnagar 369385",Belagavi,Lower Class
VIC-2024-KA-0668,Matthew Murty,35,Female,"16/074, Sarkar Marg, Anantapur 071613",Tumakuru,Upper Middle Class
VIC-2024-KA-0669,Bimala Desai,41,Male,"98/029, Modi Street, Delhi 578452",Belagavi,Lower Class
VIC-2024-KA-0670,Shivansh Sanghvi,83,Female,"374, Sagar Chowk, Adoni 585181",Davangere,Upper Middle Class
VIC-2024-KA-0671,Nandini Setty,54,Male,"27, Deo, Anand 889709",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0672,Leena Narayanan,83,Male,"78, Vasa Zila, Pune-468213",Mangaluru,Lower Class
VIC-2024-KA-0673,Nakul Thaker,52,Female,"28, Upadhyay Marg, Raurkela Industrial Township 193225",Ballari,Middle Class
VIC-2024-KA-0674,Abhimanyu Khosla,42,Other,"06/036, Grewal Road, Dehradun-992989",Belagavi,Lower Class
VIC-2024-KA-0675,Prisha Ahuja,83,Female,"H.No. 92, Kanda Ganj, Rampur-207731",Kalaburagi,Lower Class
VIC-2024-KA-0676,Upadhriti Behl,13,Female,"33/085, Chandran Road, Aligarh-976925",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0677,Udarsh Keer,81,Other,"H.No. 25, Madan Road, Mirzapur-177635",Davangere,Middle Class
VIC-2024-KA-0678,Teerth Borah,12,Female,"139, Kumer Path, Malegaon-241733",Bengaluru Rural,Middle Class
VIC-2024-KA-0679,Yochana Goel,57,Male,"74/99, Chana Zila, Durg 678988",Mysuru,Lower Class
VIC-2024-KA-0680,Qadim Sankaran,25,Male,"783, Johal Nagar, Aligarh 501355",Davangere,Lower Class
VIC-2024-KA-0681,Darika Wason,75,Male,"H.No. 34, Pillay Path, Raipur 662116",Tumakuru,Upper Middle Class
VIC-2024-KA-0682,Libni Dhar,22,Other,"10/77, Ratta Marg, Etawah-981700",Mangaluru,Lower Class
VIC-2024-KA-0683,Inaya Sekhon,42,Other,"H.No. 876, Jhaveri Zila, Sambhal-240750",Davangere,Upper Middle Class
VIC-2024-KA-0684,Vidhi Deshmukh,37,Other,"187, Bains Path, Anand-016038",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0685,Gaurang Bail,80,Female,"30, Bail, Erode 787161",Vijayapura,Middle Class
VIC-2024-KA-0686,Hamsini Radhakrishnan,10,Female,"H.No. 329, Hari Chowk, Hospet-539665",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0687,Alexander Bandi,24,Other,"H.No. 924, Parmar Street, Bellary 582340",Tumakuru,Upper Middle Class
VIC-2024-KA-0688,Pallavi Dugar,53,Other,"83, Khalsa Nagar, Faridabad 566760",Mangaluru,Middle Class
VIC-2024-KA-0689,Wazir Bava,59,Other,"35, Sheth Marg, Salem-359609",Bengaluru Rural,Lower Class
VIC-2024-KA-0690,Bachittar Morar,40,Other,"H.No. 647, Iyengar Zila, Jamnagar-421269",Belagavi,Lower Class
VIC-2024-KA-0691,Hredhaan Mishra,32,Female,"H.No. 122, Chandran Circle, Salem 289072",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0692,Ranveer Tak,30,Other,"08, Chauhan Ganj, Alappuzha 144038",Bengaluru Urban,Middle Class
VIC-2024-KA-0693,David Bala,12,Other,"H.No. 906, Bala Circle, Malda 457467",Shivamogga,Upper Middle Class
VIC-2024-KA-0694,Harshil Chaudhari,62,Other,"76/22, Hegde Marg, Kakinada-547427",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0695,Yashica Hegde,69,Female,"H.No. 57, Andra Ganj, Dhanbad-928366",Hassan,Lower Class
VIC-2024-KA-0696,Ekaja Pal,59,Female,"48, Dhar Road, Moradabad-670846",Davangere,Lower Class
VIC-2024-KA-0697,Nathan Chaudhary,80,Other,"H.No. 61, Walia Street, Panvel 847927",Tumakuru,Middle Class
VIC-2024-KA-0698,Tejas Raval,81,Female,"H.No. 885, Bhandari Ganj, Bhopal-259557",Bengaluru Rural,Lower Class
VIC-2024-KA-0699,Meera Mand,19,Other,"H.No. 251, Ramaswamy Chowk, Ranchi 756028",Mangaluru,Upper Middle Class
VIC-2024-KA-0700,Vaishnavi Mahal,36,Male,"H.No. 465, Kanda, Hajipur 338376",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0701,Krish Babu,71,Female,"04/429, Khatri Circle, Aurangabad 659590",Kalaburagi,Middle Class
VIC-2024-KA-0702,Azaan Kala,68,Other,"H.No. 58, Lala Path, Shimoga 426678",Chikkamagaluru,Lower Class
VIC-2024-KA-0703,Rishi Kale,73,Female,"45/09, Prakash Marg, Satna-356718",Ballari,Upper Middle Class
VIC-2024-KA-0704,Amara Dass,19,Female,"29/071, Sheth Street, Sagar 967251",Bengaluru Urban,Lower Class
VIC-2024-KA-0705,Vansha Chadha,38,Other,"725, Saini Marg, Panipat-167896",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0706,Ladli Sama,21,Other,"045, Balan Street, Ulhasnagar-645218",Chikkamagaluru,Middle Class
VIC-2024-KA-0707,Rehaan Balakrishnan,68,Other,"94/671, Pandey Marg, Secunderabad-612167",Tumakuru,Upper Middle Class
VIC-2024-KA-0708,Adya Trivedi,57,Male,"067, Kata Road, Mathura 432287",Hassan,Lower Class
VIC-2024-KA-0709,Aarna Zacharia,73,Female,"13/745, Hans Ganj, Guwahati 522256",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0710,Amol Nadig,82,Female,"96/54, Sami Ganj, Mango 825611",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0711,Yochana Rama,43,Female,"85, Pradhan Nagar, Anantapur 510225",Shivamogga,Middle Class
VIC-2024-KA-0712,Zinal Grewal,66,Male,"H.No. 411, Wagle, Karawal Nagar 879458",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0713,Tanveer Randhawa,31,Other,"00/412, Thakur Circle, Kollam-886131",Tumakuru,Middle Class
VIC-2024-KA-0714,Yoshita Rana,37,Female,"82/198, Badal Marg, Asansol-841132",Hassan,Middle Class
VIC-2024-KA-0715,Hiral Dutt,19,Male,"88/510, Rajagopal, Dharmavaram-807047",Tumakuru,Lower Class
VIC-2024-KA-0716,Rushil Yogi,65,Female,"90, Bava Chowk, Delhi 593477",Davangere,Middle Class
VIC-2024-KA-0717,Osha Borah,25,Other,"H.No. 141, Ratta Chowk, Tiruchirappalli-508253",Davangere,Upper Middle Class
VIC-2024-KA-0718,Ijaya Pandya,30,Other,"04, Sama Marg, Khandwa-763435",Hassan,Middle Class
VIC-2024-KA-0719,Nathan Ramachandran,41,Male,"24/105, Gour Marg, Danapur-119751",Tumakuru,Middle Class
VIC-2024-KA-0720,Shravya Anand,58,Female,"52/446, Padmanabhan Circle, Phagwara-642284",Shivamogga,Upper Middle Class
VIC-2024-KA-0721,Harsh Modi,66,Female,"59, Bhalla Chowk, Kavali-600338",Shivamogga,Middle Class
VIC-2024-KA-0722,Lekha Mallick,19,Female,"H.No. 35, Nazareth Street, Madhyamgram 094875",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0723,Dhruv Kota,54,Other,"125, Bhattacharyya Chowk, Gandhidham-639953",Chikkamagaluru,Middle Class
VIC-2024-KA-0724,Sara Kashyap,41,Other,"94/33, Kar Road, Ambattur-899738",Kalaburagi,Lower Class
VIC-2024-KA-0725,Vamakshi Dhingra,27,Other,"78/050, Dar Path, Shahjahanpur-293864",Mangaluru,Middle Class
VIC-2024-KA-0726,Ria Choudhry,39,Other,"50, Setty Road, Moradabad-891308",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0727,Yuvraj Barad,8,Other,"310, Mallick Nagar, Nagercoil 488725",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0728,Diya Vig,74,Other,"59/760, Wable Circle, Guna-542800",Hassan,Middle Class
VIC-2024-KA-0729,Caleb Menon,34,Male,"89/886, Swaminathan, Chandrapur-396644",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0730,Falak Purohit,55,Male,"02, Vala Circle, Vasai-Virar-935485",Hassan,Upper Middle Class
VIC-2024-KA-0731,Ikshita Bhandari,55,Female,"82, Mammen Road, Ambala 218448",Shivamogga,Middle Class
VIC-2024-KA-0732,Ethan Batta,15,Other,"H.No. 697, Kohli, Rampur 395608",Kalaburagi,Upper Middle Class
VIC-2024-KA-0733,Alexander Nair,31,Male,"421, Jha Path, Jamnagar-103741",Davangere,Middle Class
VIC-2024-KA-0734,Abeer Uppal,56,Male,"63/42, Basak Circle, Dibrugarh-462015",Chikkamagaluru,Lower Class
VIC-2024-KA-0735,Chandani Master,64,Male,"94, Lall Nagar, Bhatpara-536162",Ballari,Lower Class
VIC-2024-KA-0736,Ronith Chaudhari,7,Male,"99/72, Rai Chowk, Anand 974816",Mysuru,Middle Class
VIC-2024-KA-0737,Zansi Sagar,52,Female,"19/067, Bal Chowk, Rajkot 321540",Chikkamagaluru,Middle Class
VIC-2024-KA-0738,Sara Agate,80,Male,"H.No. 92, Parekh Street, Farrukhabad 058284",Davangere,Lower Class
VIC-2024-KA-0739,Sachi Taneja,57,Other,"H.No. 27, Atwal Nagar, Medininagar 488674",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0740,Michael Anne,65,Male,"74/122, Oza, Pali-582309",Bengaluru Urban,Middle Class
VIC-2024-KA-0741,Jonathan Kashyap,26,Other,"54/948, Narasimhan Street, Hubli–Dharwad-016364",Tumakuru,Middle Class
VIC-2024-KA-0742,Xavier Sharaf,70,Female,"97, Johal Ganj, Pali 853213",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0743,Chanchal Bath,59,Male,"H.No. 17, Dixit Road, Kottayam 267210",Tumakuru,Middle Class
VIC-2024-KA-0744,Henry Bawa,21,Female,"H.No. 42, Chaudry Nagar, Gudivada 871114",Mangaluru,Lower Class
VIC-2024-KA-0745,Kiaan Banerjee,43,Male,"56/051, Sant Road, Mumbai-234450",Shivamogga,Lower Class
VIC-2024-KA-0746,Gaurav Munshi,26,Female,"H.No. 830, Dora Street, Ambarnath 891916",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0747,Rajata Bath,58,Male,"H.No. 42, Gala Chowk, Srinagar 745766",Bengaluru Urban,Lower Class
VIC-2024-KA-0748,Qabil Raj,82,Female,"32, Upadhyay Marg, Gaya-400233",Davangere,Upper Middle Class
VIC-2024-KA-0749,Bimala Shan,54,Male,"441, Naik Nagar, Aizawl 031860",Mysuru,Upper Middle Class
VIC-2024-KA-0750,Neelima Mahal,60,Male,"205, Date Street, Karaikudi 270018",Mangaluru,Lower Class
VIC-2024-KA-0751,Jairaj Dasgupta,24,Other,"H.No. 871, Konda, Siwan-127030",Mysuru,Upper Middle Class
VIC-2024-KA-0752,Vrinda Ramaswamy,44,Male,"H.No. 85, Bava Road, Rajpur Sonarpur-453090",Tumakuru,Middle Class
VIC-2024-KA-0753,Om Saini,55,Other,"50/516, Pillai Road, Jaipur-903969",Mysuru,Upper Middle Class
VIC-2024-KA-0754,Orinder Swaminathan,31,Other,"97/98, Grover Circle, Jabalpur 245327",Shivamogga,Upper Middle Class
VIC-2024-KA-0755,Zinal Sarma,68,Other,"37/17, Wable Road, Gulbarga 859904",Belagavi,Lower Class
VIC-2024-KA-0756,Qushi Krish,41,Female,"90/74, Prabhu Ganj, Serampore-815933",Tumakuru,Middle Class
VIC-2024-KA-0757,Sathvik Guha,21,Female,"434, Tata Street, Tiruvottiyur-984174",Davangere,Middle Class
VIC-2024-KA-0758,Chameli Manda,30,Female,"H.No. 688, Chaudhari Circle, Guwahati-876458",Tumakuru,Upper Middle Class
VIC-2024-KA-0759,Zehaan Goyal,50,Other,"398, Gour Nagar, Aurangabad 615993",Vijayapura,Middle Class
VIC-2024-KA-0760,Chandran Butala,41,Male,"482, Chaudhary Ganj, Meerut-189396",Ballari,Middle Class
VIC-2024-KA-0761,Theodore Chhabra,35,Female,"H.No. 74, Singhal Road, Morena 892381",Bengaluru Urban,Lower Class
VIC-2024-KA-0762,Lavanya Rau,14,Male,"39/11, Dixit Circle, Phagwara-145745",Hassan,Middle Class
VIC-2024-KA-0763,Bhavna Majumdar,12,Male,"328, Ghose Chowk, Surendranagar Dudhrej-771364",Tumakuru,Upper Middle Class
VIC-2024-KA-0764,Caleb Dora,78,Male,"09, Shere Street, Jodhpur-306971",Mysuru,Middle Class
VIC-2024-KA-0765,Ekanta Manda,66,Male,"096, Natarajan Nagar, Morena-980941",Bengaluru Rural,Lower Class
VIC-2024-KA-0766,David Agate,26,Male,"H.No. 926, Narula Zila, Shimoga-820979",Mangaluru,Lower Class
VIC-2024-KA-0767,Jackson Mani,58,Female,"88/91, Sur Marg, Haldia-125102",Shivamogga,Upper Middle Class
VIC-2024-KA-0768,Anjali Arya,64,Other,"54/955, Ravel, Amaravati 764845",Hassan,Upper Middle Class
VIC-2024-KA-0769,Meera Acharya,15,Other,"87/91, Mukhopadhyay Street, Amravati-595627",Tumakuru,Lower Class
VIC-2024-KA-0770,Unnati Dugar,73,Other,"43/030, Varma Marg, Udupi-789473",Kalaburagi,Upper Middle Class
VIC-2024-KA-0771,Anita Sundaram,47,Female,"802, Goyal Street, Jalandhar 865588",Kalaburagi,Lower Class
VIC-2024-KA-0772,Jackson Pandit,47,Male,"591, Nanda Zila, Dhanbad-377844",Ballari,Upper Middle Class
VIC-2024-KA-0773,Anika Hora,65,Male,"H.No. 14, Sastry, Guwahati-886182",Hassan,Middle Class
VIC-2024-KA-0774,Daksha Mane,21,Female,"87/622, Chandran Chowk, Latur 136052",Mysuru,Middle Class
VIC-2024-KA-0775,Ronith Pradhan,31,Other,"H.No. 379, Pant Nagar, Jamnagar-930825",Ballari,Middle Class
VIC-2024-KA-0776,Dhruv Merchant,60,Female,"H.No. 79, Mohanty Road, Ujjain 432452",Bengaluru Rural,Middle Class
VIC-2024-KA-0777,Jalsa Sathe,7,Other,"048, Padmanabhan Path, Sasaram 240339",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0778,Aadi Kunda,15,Female,"H.No. 66, Handa Circle, Narasaraopet 982297",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0779,Omkaar Chaudhari,40,Female,"903, Cheema Circle, Bikaner-093411",Ballari,Middle Class
VIC-2024-KA-0780,Vasana Dhar,11,Male,"19, Chaudhari Ganj, Bhiwani-277966",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0781,Gavin Rau,78,Female,"93/631, Gour Chowk, Kumbakonam-113278",Belagavi,Lower Class
VIC-2024-KA-0782,Rachana Narayanan,78,Other,"490, Modi Marg, Chandigarh 682215",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0783,Rajeshri Bassi,20,Other,"H.No. 784, Butala Path, Madanapalle-266521",Ballari,Middle Class
VIC-2024-KA-0784,Sai Chatterjee,14,Male,"88/955, Pal, Etawah-914632",Mysuru,Lower Class
VIC-2024-KA-0785,Elijah Chakrabarti,84,Other,"H.No. 68, Edwin Nagar, Vijayawada 834670",Kalaburagi,Lower Class
VIC-2024-KA-0786,Ojas Chada,6,Other,"364, Merchant, Vadodara-003753",Vijayapura,Upper Middle Class
VIC-2024-KA-0787,Gayathri Varghese,20,Other,"02, Sood Street, Satara-305939",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0788,Maanas Bath,79,Male,"H.No. 64, Warrior Chowk, Vellore-394637",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0789,Upadhriti Dhaliwal,36,Female,"H.No. 450, Bhatt Circle, Ramagundam 384878",Ballari,Upper Middle Class
VIC-2024-KA-0790,Hamsini Balasubramanian,37,Male,"H.No. 630, Sani Path, Faridabad-802960",Tumakuru,Lower Class
VIC-2024-KA-0791,Niharika Parikh,36,Other,"223, Rajagopalan Nagar, Sambhal 411650",Bengaluru Urban,Middle Class
VIC-2024-KA-0792,Megha Murthy,22,Female,"H.No. 19, Anand Ganj, Parbhani-661817",Davangere,Upper Middle Class
VIC-2024-KA-0793,Tara Bahl,64,Other,"H.No. 040, Pradhan Chowk, Bihar Sharif 021532",Chikkamagaluru,Lower Class
VIC-2024-KA-0794,Onkar Babu,51,Other,"827, Prashad Road, Nellore 451621",Bengaluru Rural,Middle Class
VIC-2024-KA-0795,Raksha Patla,45,Female,"80, Mitra Path, Nadiad-061667",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0796,Dominic Srinivas,76,Female,"H.No. 45, Maharaj Street, Latur-585562",Bengaluru Urban,Lower Class
VIC-2024-KA-0797,Christopher Tiwari,46,Male,"606, Bhavsar Road, Thanjavur 540598",Mangaluru,Middle Class
VIC-2024-KA-0798,Advika Nair,22,Female,"H.No. 879, Narasimhan Circle, Bareilly 022709",Shivamogga,Middle Class
VIC-2024-KA-0799,Matthew Tiwari,62,Male,"066, Parmer Circle, Ratlam 283522",Ballari,Lower Class
VIC-2024-KA-0800,Gayathri Oza,36,Other,"02/06, Srinivas Zila, Kirari Suleman Nagar 331791",Bengaluru Urban,Middle Class
VIC-2024-KA-0801,Gavin Koshy,9,Male,"H.No. 35, Devi, Vellore 403751",Bengaluru Urban,Lower Class
VIC-2024-KA-0802,Ira Saxena,68,Male,"90, Sinha Chowk, Baranagar-179020",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0803,Wriddhish Nayar,8,Male,"577, Deep Path, Bihar Sharif-257172",Belagavi,Upper Middle Class
VIC-2024-KA-0804,Vincent Bala,45,Female,"91/506, Bhalla, Udupi 785432",Mysuru,Upper Middle Class
VIC-2024-KA-0805,Benjamin Devi,48,Male,"005, Krishna Marg, Sikar-960940",Kalaburagi,Upper Middle Class
VIC-2024-KA-0806,Widisha Chandra,63,Other,"04/37, Char, Vijayawada 723040",Hassan,Lower Class
VIC-2024-KA-0807,Vincent Hans,84,Female,"37/816, Sahni Zila, Panipat 493146",Mangaluru,Lower Class
VIC-2024-KA-0808,Hemal Kashyap,32,Male,"31/509, Batta Marg, Chandrapur 966406",Chikkamagaluru,Lower Class
VIC-2024-KA-0809,Patrick Nanda,80,Male,"H.No. 864, Lal Zila, Patna-514717",Mangaluru,Upper Middle Class
VIC-2024-KA-0810,Nirja Krishnan,23,Other,"H.No. 053, Chauhan Ganj, Dibrugarh 967767",Chikkamagaluru,Lower Class
VIC-2024-KA-0811,Omisha Kakar,62,Other,"H.No. 845, Dave Path, Davanagere-615698",Hassan,Middle Class
VIC-2024-KA-0812,Urvi Wable,32,Female,"57/835, Nadig Road, Eluru 626586",Vijayapura,Middle Class
VIC-2024-KA-0813,Warjas Sankar,67,Female,"41/824, Issac Zila, Chandigarh 080715",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0814,Tripti Narasimhan,66,Female,"58/74, Mangal Street, Pimpri-Chinchwad-641040",Vijayapura,Upper Middle Class
VIC-2024-KA-0815,Maanav Salvi,72,Male,"51, Kuruvilla Road, Vadodara-314024",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0816,Zaitra Virk,49,Male,"H.No. 897, Oza Ganj, Davanagere 460964",Davangere,Middle Class
VIC-2024-KA-0817,Wakeeta Sinha,70,Female,"87/034, Chopra Street, Bhilai 023885",Hassan,Upper Middle Class
VIC-2024-KA-0818,Kabir Chakraborty,18,Other,"H.No. 452, Krishnan Nagar, Kochi-262574",Kalaburagi,Middle Class
VIC-2024-KA-0819,Dalbir Malhotra,5,Other,"19/30, Kota Nagar, Nizamabad 921436",Mangaluru,Lower Class
VIC-2024-KA-0820,Yutika Krish,34,Female,"H.No. 24, Wason Street, Kurnool-505781",Tumakuru,Middle Class
VIC-2024-KA-0821,Hitesh Banik,71,Male,"005, Bhagat Ganj, Amaravati-346657",Hassan,Upper Middle Class
VIC-2024-KA-0822,Banjeet Chaudhari,61,Other,"H.No. 18, Edwin, Saharsa 408585",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0823,Neel Mann,71,Other,"01/821, Rana Circle, Hazaribagh 441344",Belagavi,Lower Class
VIC-2024-KA-0824,Harinakshi Tandon,64,Male,"H.No. 87, Brar Path, South Dumdum-338253",Mysuru,Upper Middle Class
VIC-2024-KA-0825,Nilima Ahluwalia,30,Male,"139, Gola Marg, Kirari Suleman Nagar-587532",Shivamogga,Lower Class
VIC-2024-KA-0826,Bina Chandra,84,Other,"53/517, Menon, Giridih 410570",Mangaluru,Upper Middle Class
VIC-2024-KA-0827,Bakhshi Sankaran,13,Other,"55/009, Vala Road, Kumbakonam 739104",Mysuru,Lower Class
VIC-2024-KA-0828,Eta Sule,44,Female,"69, Chaudhari, Panihati 361427",Mangaluru,Middle Class
VIC-2024-KA-0829,Tarak Parekh,63,Other,"99, Randhawa Chowk, Bellary 000334",Shivamogga,Upper Middle Class
VIC-2024-KA-0830,Lakshmi Chauhan,55,Male,"H.No. 855, Pau Chowk, Munger 423620",Davangere,Upper Middle Class
VIC-2024-KA-0831,Ayush Mammen,72,Other,"19/27, Kuruvilla Path, Munger-128490",Vijayapura,Middle Class
VIC-2024-KA-0832,Harrison Madan,19,Other,"19/91, Misra Circle, Phusro 632288",Shivamogga,Middle Class
VIC-2024-KA-0833,Turvi Ratti,65,Other,"H.No. 945, Roy Zila, Narasaraopet-886057",Kalaburagi,Upper Middle Class
VIC-2024-KA-0834,Panini Chopra,29,Female,"53, Vala Path, Rajkot-312494",Tumakuru,Lower Class
VIC-2024-KA-0835,Tripti Khanna,32,Other,"89, Hora Circle, Tirupati 395326",Mysuru,Lower Class
VIC-2024-KA-0836,Jagat Sani,40,Male,"87/04, Ramesh Circle, Kadapa 873554",Bengaluru Rural,Middle Class
VIC-2024-KA-0837,Mekhala Dewan,18,Female,"H.No. 452, Chokshi Ganj, Kishanganj 986819",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0838,Vaishnavi Tata,12,Female,"H.No. 225, Shetty Zila, Bhubaneswar 467280",Tumakuru,Upper Middle Class
VIC-2024-KA-0839,Kashvi Kara,82,Female,"04/528, Bajwa Street, Gopalpur 315968",Mangaluru,Middle Class
VIC-2024-KA-0840,Sanaya Dave,74,Male,"H.No. 994, Prasad Street, Pondicherry 531295",Mangaluru,Lower Class
VIC-2024-KA-0841,Pallavi Krishnamurthy,29,Female,"680, Gulati Nagar, Begusarai 746430",Kalaburagi,Middle Class
VIC-2024-KA-0842,Onkar Shetty,80,Other,"116, Sastry Chowk, Anand-152513",Shivamogga,Middle Class
VIC-2024-KA-0843,Gabriel Gera,60,Male,"91/156, Butala Zila, Rourkela-135766",Kalaburagi,Upper Middle Class
VIC-2024-KA-0844,Ranveer Chaudhuri,69,Other,"92/675, Magar Street, Tirunelveli-927041",Hassan,Middle Class
VIC-2024-KA-0845,Jeremiah Gola,9,Female,"H.No. 46, Rajan Chowk, Tirupati-757164",Belagavi,Lower Class
VIC-2024-KA-0846,Bachittar Rama,14,Male,"49, Nagi Nagar, Varanasi 930327",Bengaluru Urban,Middle Class
VIC-2024-KA-0847,Madhav Dhingra,18,Male,"H.No. 39, Desai Street, Jalgaon-146327",Mysuru,Upper Middle Class
VIC-2024-KA-0848,Ekani Gopal,47,Female,"032, Bansal Circle, Erode 172466",Hassan,Upper Middle Class
VIC-2024-KA-0849,Manan Bhat,54,Other,"38/162, Kant, Ulhasnagar-276317",Bengaluru Urban,Middle Class
VIC-2024-KA-0850,Aryan Thaman,38,Female,"H.No. 29, Jani, Kalyan-Dombivli 424860",Ballari,Lower Class
VIC-2024-KA-0851,Bhavya Nayak,37,Other,"06, Om Street, Sirsa-409534",Belagavi,Middle Class
VIC-2024-KA-0852,Arin Soni,18,Male,"236, Agrawal Ganj, Rampur 459006",Vijayapura,Upper Middle Class
VIC-2024-KA-0853,Ekiya Biswas,54,Male,"H.No. 23, Tailor Path, Etawah 259895",Vijayapura,Upper Middle Class
VIC-2024-KA-0854,Qushi Munshi,16,Other,"H.No. 17, Chokshi Zila, Madanapalle-168777",Hassan,Lower Class
VIC-2024-KA-0855,Amaira Wadhwa,63,Male,"63/272, Pillay Road, Ongole-026347",Vijayapura,Upper Middle Class
VIC-2024-KA-0856,Charita Nazareth,77,Female,"H.No. 84, Batra Zila, Jamshedpur 642710",Hassan,Upper Middle Class
VIC-2024-KA-0857,Rachita Rana,74,Male,"H.No. 113, Manne, Surendranagar Dudhrej-771599",Vijayapura,Lower Class
VIC-2024-KA-0858,Caleb Chacko,7,Female,"60/002, Chhabra Circle, Bhimavaram-178684",Tumakuru,Lower Class
VIC-2024-KA-0859,Ekansh Walia,48,Other,"51/04, Baral Ganj, Mirzapur 075758",Mangaluru,Lower Class
VIC-2024-KA-0860,Jacob Mitter,64,Other,"10, Toor Path, Bettiah-323378",Ballari,Middle Class
VIC-2024-KA-0861,Oeshi Natt,34,Male,"H.No. 20, Bobal Path, Karimnagar-203212",Tumakuru,Lower Class
VIC-2024-KA-0862,Falan Sem,74,Male,"82/87, Mani Nagar, Tiruppur 959492",Kalaburagi,Lower Class
VIC-2024-KA-0863,Suhani Mander,50,Other,"20, Kant Street, Begusarai-791196",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0864,Anthony Mohanty,11,Other,"712, Bala, Imphal-026275",Kalaburagi,Upper Middle Class
VIC-2024-KA-0865,Praneel Divan,44,Female,"H.No. 594, Sibal Circle, Jaipur-096908",Tumakuru,Middle Class
VIC-2024-KA-0866,Upma Chandran,19,Other,"H.No. 207, Anne Ganj, North Dumdum-644995",Davangere,Lower Class
VIC-2024-KA-0867,Atharv Sarma,33,Female,"H.No. 286, Saran Nagar, North Dumdum-219771",Davangere,Middle Class
VIC-2024-KA-0868,Daniel Venkataraman,68,Other,"46, Bhattacharyya Path, Hospet-688517",Bengaluru Rural,Middle Class
VIC-2024-KA-0869,Chandani Halder,36,Male,"84, Narayan Road, Katihar 410826",Bengaluru Rural,Lower Class
VIC-2024-KA-0870,Tejas Dutta,58,Other,"H.No. 972, Hari Circle, Shimoga-204740",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0871,Zarna Dara,68,Male,"83/168, Bhattacharyya Path, Moradabad-244704",Tumakuru,Upper Middle Class
VIC-2024-KA-0872,Chavvi Munshi,42,Other,"H.No. 31, Arora Marg, Mumbai-606533",Hubballi-Dharwad,Lower Class
